Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Sigma,All,4.96,1.97,49.52,18.93,8.71,132,10205,,5.12,,,,,,,,,51,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,1423.12,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,4.51,1.70,43.36,17.86,8.82,130,9448,,5.40,,,,,,,,,49,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.10,1415.12,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Silver,4.66,1.59,46.49,18.28,9.03,137,9793,,5.30,,,,,,,,,50,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,1459.42,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,5.18,2.08,49.35,19.05,8.84,132,10238,,5.10,,,,,,,,,51,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,1464.31,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,5.37,2.59,49.99,19.31,8.66,128,10437,,4.98,,,,,,,,,52,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.90,1371.49,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Diamond,5.00,2.32,48.51,18.61,8.64,127,10214,,5.13,,,,,,,,,51,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,1374.91,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,4.84,2.09,42.70,17.93,8.56,125,9907,,5.28,,,,,,,,,50,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,1426.94,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,4.98,1.95,40.60,18.02,8.95,129,9721,,5.33,,,,,,,,,50,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,1441.62,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,3.14,0.98,49.31,17.76,6.04,93,8035,,7.93,,,,,,,,,29,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832.18,,10.09,8.64,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,3.17,0.46,43.31,16.65,6.20,91,7506,,8.37,,,,,,,,,28,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2698.34,,9.25,8.14,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,3.22,0.61,48.56,17.15,6.20,99,7672,,8.21,,,,,,,,,28,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.70,,9.60,8.57,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.07,0.85,45.37,17.38,6.02,93,7931,,7.89,,,,,,,,,29,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2819.02,,9.91,8.56,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,3.25,1.39,51.02,18.55,6.19,91,8400,,7.80,,,,,,,,,30,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882.43,,10.45,8.89,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.24,2.18,54.07,18.25,6.33,90,8261,,7.80,,,,,,,,,30,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2814.57,,10.24,8.80,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.15,1.35,49.45,17.56,6.21,87,7964,,7.95,,,,,,,,,29,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725.64,,9.64,8.51,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,3.27,0.77,47.64,17.39,6.44,91,7895,,8.05,,,,,,,,,29,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2769.32,,9.53,8.53,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.28,0.60,50.32,12.48,5.22,86,3745,7683,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.90,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,3.32,0.51,43.09,11.29,4.84,86,3419,7074,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.79,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,3.93,0.62,49.05,12.24,5.17,86,3588,7379,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.97,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.31,0.67,49.53,12.85,5.48,85,3834,7850,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225.00,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,4.28,0.63,46.71,12.11,5.15,89,3664,7885,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.52,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,3.81,0.72,44.20,11.73,5.02,89,3562,7706,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.38,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,3.62,0.79,45.13,11.44,4.90,84,3400,7418,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.42,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,3.35,0.76,40.23,11.41,5.03,87,3393,7383,8.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.82,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Bastion,All,2.84,1.57,46.50,19.56,8.29,66,10480,,8.44,,,,,,,,,28,,,,,10.14,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.92,11.81,4.67,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,2.52,1.53,38.31,18.02,8.05,66,9673,,8.91,,,,,,,,,25,,,,,9.19,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.95,11.07,4.21,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,2.57,1.42,43.07,18.94,8.28,68,10000,,8.75,,,,,,,,,27,,,,,9.87,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.52,11.44,4.39,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,2.89,1.66,46.52,19.79,8.45,67,10569,,8.38,,,,,,,,,28,,,,,10.19,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.07,12.00,4.71,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,3.04,1.92,47.93,19.54,7.89,63,10581,,8.31,,,,,,,,,28,,,,,9.98,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.02,11.80,4.75,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,2.71,2.12,44.11,18.52,7.55,63,10144,,8.59,,,,,,,,,27,,,,,9.40,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.39,11.28,4.44,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,2.62,1.67,38.57,18.07,7.65,66,9912,,8.75,,,,,,,,,26,,,,,9.18,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.13,11.05,4.28,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,2.56,1.88,37.33,17.77,7.68,66,9688,,8.89,,,,,,,,,26,,,,,8.94,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.95,10.92,4.17,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,All,3.79,1.05,49.11,18.01,7.85,92,7019,,7.40,,,,,,,,,51,,,,,7.81,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.62,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,3.78,0.89,43.05,17.11,8.07,100,6463,,7.64,,,,,,,,,48,,,,,7.28,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.83,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,3.87,0.92,48.04,17.81,7.94,95,6827,,7.39,,,,,,,,,50,,,,,7.71,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.71,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Gold,3.76,1.17,48.74,17.99,7.88,94,7077,,7.42,,,,,,,,,51,,,,,7.78,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.55,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,3.97,1.05,51.15,18.26,7.56,85,7145,,7.22,,,,,,,,,52,,,,,7.88,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.45,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Diamond,3.85,1.31,46.87,17.42,7.52,88,6974,,7.40,,,,,,,,,51,,,,,7.46,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.29,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,4.05,0.87,42.68,17.33,7.63,95,6739,,7.32,,,,,,,,,50,,,,,7.36,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.48,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,4.06,0.94,42.29,17.24,7.75,95,6656,,7.38,,,,,,,,,49,,,,,7.27,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.50,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,All,3.06,1.40,53.77,18.63,7.69,52,9825,,7.02,,,,,,,,,28,9,,,,8.85,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,9.47,2.81,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Bronze,3.10,0.97,49.09,18.59,8.01,57,9379,,7.19,,,,,,,,,25,8,,,,8.63,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,10.22,2.85,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Silver,3.10,1.05,51.47,18.78,8.12,53,9856,,7.15,,,,,,,,,27,9,,,,8.93,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,9.71,2.92,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Gold,3.15,1.54,54.13,18.89,7.72,50,9976,,6.92,,,,,,,,,28,9,,,,9.04,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,9.55,2.87,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Platinum,3.08,2.05,54.53,18.82,7.76,53,10081,,6.96,,,,,,,,,28,9,,,,9.05,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,9.36,2.92,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Diamond,2.98,1.99,53.63,18.09,7.44,50,9729,,7.24,,,,,,,,,28,9,,,,8.65,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,8.99,2.85,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Master,3.03,1.59,50.23,18.68,8.11,56,9862,,7.17,,,,,,,,,27,9,,,,9.05,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,9.42,2.86,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Grandmaster,3.14,1.59,50.95,18.77,8.17,56,9918,,7.17,,,,,,,,,27,9,,,,9.04,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,9.74,3.04,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,All,3.49,1.05,54.27,19.71,8.81,64,8553,,8.00,,,,,,,,,,,,,,8.99,1.47,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,18.25,10.08,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Bronze,3.52,0.89,49.84,19.07,8.90,67,7924,,8.44,,,,,,,,,,,,,,8.71,1.63,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,12.04,10.66,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Silver,3.40,0.80,49.66,19.56,8.81,63,8313,,8.10,,,,,,,,,,,,,,8.77,1.52,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,13.45,10.45,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Gold,3.52,1.24,55.44,20.05,8.92,64,8802,,8.07,,,,,,,,,,,,,,9.16,1.51,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,16.59,10.04,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Platinum,3.42,1.31,56.89,19.90,8.61,63,8908,,8.09,,,,,,,,,,,,,,9.42,1.54,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,24.51,9.90,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Diamond,3.29,1.00,52.13,19.08,8.37,63,8497,,8.50,,,,,,,,,,,,,,8.66,1.58,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,19.15,9.93,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Master,3.53,0.86,49.44,18.79,8.53,66,8416,,8.28,,,,,,,,,,,,,,8.39,1.72,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,25.83,10.16,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,3.34,0.94,49.37,19.35,8.62,65,8494,,8.77,,,,,,,,,,,,,,8.91,1.80,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,14.57,10.50,,,,,,,,,,,,,,,,,,,,Damage
Sombra,All,4.47,0.41,39.20,15.33,5.87,48,5230,,6.42,,,,,,,,,35,,,,,6.08,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34,2.52,3.57,,,,,,,,,,,,,,,,,Damage
Sombra,Bronze,4.47,0.30,39.93,14.09,6.21,56,4572,,6.83,,,,,,,,,32,,,,,5.93,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.37,2.51,3.39,,,,,,,,,,,,,,,,,Damage
Sombra,Silver,4.27,0.30,34.48,14.84,5.96,51,4914,,6.57,,,,,,,,,33,,,,,5.90,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13,2.52,3.46,,,,,,,,,,,,,,,,,Damage
Sombra,Gold,4.47,0.42,39.77,15.65,6.03,49,5275,,6.54,,,,,,,,,35,,,,,6.29,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.66,2.47,3.66,,,,,,,,,,,,,,,,,Damage
Sombra,Platinum,4.97,0.72,45.05,16.48,6.25,46,5614,,6.33,,,,,,,,,36,,,,,6.49,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.18,2.75,3.99,,,,,,,,,,,,,,,,,Damage
Sombra,Diamond,4.63,0.46,39.94,15.23,5.85,44,5356,,6.63,,,,,,,,,35,,,,,6.05,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83,2.91,3.71,,,,,,,,,,,,,,,,,Damage
Sombra,Master,4.98,0.37,42.29,15.39,6.59,53,5081,,6.81,,,,,,,,,34,,,,,6.26,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04,2.83,3.84,,,,,,,,,,,,,,,,,Damage
Sombra,Grandmaster,4.88,0.42,43.84,15.60,6.78,54,5025,,6.99,,,,,,,,,33,,,,,6.50,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.08,2.91,3.98,,,,,,,,,,,,,,,,,Damage
Ramattra,All,3.65,2.52,52.85,19.53,8.21,122,9772,,6.68,,,,,,,,,26,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,12.35,5.92,5.98,,,,,,,,,,,,,Tank
Ramattra,Bronze,3.46,1.68,44.59,18.87,8.50,124,9151,,7.13,,,,,,,,,26,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,11.61,5.47,5.64,,,,,,,,,,,,,Tank
Ramattra,Silver,3.62,1.99,52.09,19.45,8.37,123,9450,,6.87,,,,,,,,,26,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,12.07,5.68,5.89,,,,,,,,,,,,,Tank
