Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Sigma,Silver,5.16,1.61,51.72,18.44,8.59,108,8476,,5.64,,,,,,,,,48,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,1360.22,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,5.33,1.67,52.00,18.81,8.49,105,8685,,5.60,,,,,,,,,49,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.60,1375.61,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,5.36,1.85,52.00,18.99,8.34,102,8794,,5.59,,,,,,,,,49,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.68,1374.26,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Diamond,5.28,1.86,51.99,18.84,8.31,102,8711,,5.62,,,,,,,,,49,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,1361.67,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,5.19,1.84,51.92,18.69,8.32,103,8632,,5.64,,,,,,,,,49,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,1358.39,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,5.19,1.80,51.99,18.60,8.36,104,8570,,5.65,,,,,,,,,49,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,1356.35,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,3.45,1.80,49.99,17.69,5.46,64,6717,,9.17,,,,,,,,,27,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.50,,10.31,8.74,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,2.99,1.31,49.76,16.30,5.31,65,6109,,9.50,,,,,,,,,25,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.41,,9.38,8.12,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,3.09,1.33,49.47,16.55,5.41,66,6259,,9.34,,,,,,,,,26,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.20,,9.57,8.21,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.29,1.56,49.85,17.18,5.45,65,6507,,9.27,,,,,,,,,26,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.33,,9.96,8.54,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,3.40,1.84,49.93,17.63,5.41,62,6639,,9.27,,,,,,,,,27,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.28,,10.28,8.77,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.37,1.95,50.36,17.65,5.36,60,6607,,9.31,,,,,,,,,27,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.04,,10.31,8.78,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.28,1.83,50.57,17.48,5.31,60,6522,,9.39,,,,,,,,,26,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989.61,,10.19,8.68,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,3.25,1.73,50.48,17.34,5.30,60,6456,,9.42,,,,,,,,,26,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.45,,10.12,8.67,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.82,1.74,55.53,14.13,5.49,82,3834,7275,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.51,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,4.36,1.63,55.86,13.47,5.41,84,3608,6855,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832.73,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,4.46,1.56,55.82,13.77,5.50,84,3699,6965,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1848.23,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.66,1.62,55.93,14.08,5.54,83,3794,7149,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937.68,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,4.72,1.82,55.87,14.12,5.51,82,3810,7253,7.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.16,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,4.65,1.99,55.71,14.02,5.47,81,3778,7223,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982.49,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,4.56,1.90,55.89,13.94,5.46,82,3752,7162,7.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.32,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,4.53,1.94,56.19,13.93,5.47,82,3738,7125,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.24,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Bastion,All,3.27,1.38,48.87,19.97,7.96,49,9176,,8.21,,,,,,,,,24,,,,,11.39,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17,12.02,4.77,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,3.00,1.39,49.09,19.12,7.89,50,8650,,8.35,,,,,,,,,23,,,,,10.79,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,11.38,4.41,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,3.09,1.35,49.08,19.46,7.98,50,8830,,8.31,,,,,,,,,23,,,,,11.01,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.77,11.64,4.51,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,3.20,1.31,49.10,19.75,7.95,50,9027,,8.23,,,,,,,,,23,,,,,11.24,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03,11.85,4.68,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,3.22,1.44,49.55,19.85,7.89,49,9084,,8.20,,,,,,,,,23,,,,,11.35,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.14,11.90,4.76,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,3.15,1.50,49.47,19.68,7.84,49,8984,,8.25,,,,,,,,,23,,,,,11.27,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,11.78,4.68,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,3.11,1.47,49.56,19.54,7.82,49,8878,,8.27,,,,,,,,,23,,,,,11.17,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,11.65,4.62,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,3.07,1.49,49.73,19.49,7.80,49,8836,,8.28,,,,,,,,,23,,,,,11.13,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,11.60,4.60,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,All,4.13,1.55,48.65,17.60,7.22,76,5754,,7.38,,,,,,,,,42,,,,,7.24,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,8.41,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,3.85,1.54,49.36,16.85,7.20,79,5389,,7.51,,,,,,,,,40,,,,,6.81,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,8.35,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,4.01,1.51,49.39,17.16,7.28,79,5507,,7.45,,,,,,,,,41,,,,,6.93,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,8.50,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Gold,4.06,1.49,49.09,17.50,7.24,76,5647,,7.40,,,,,,,,,42,,,,,7.13,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,8.70,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,4.02,1.63,49.22,17.48,7.13,75,5667,,7.39,,,,,,,,,41,,,,,7.17,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,8.68,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Diamond,3.94,1.68,49.16,17.30,7.07,75,5590,,7.42,,,,,,,,,41,,,,,7.08,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,8.67,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,3.87,1.68,49.29,17.17,7.09,75,5503,,7.45,,,,,,,,,40,,,,,7.00,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,8.74,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,3.86,1.71,49.44,17.14,7.10,75,5469,,7.46,,,,,,,,,40,,,,,6.96,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,8.78,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,All,3.47,1.35,53.73,19.67,7.74,43,8879,,6.72,,,,,,,,,26,7,,,,9.18,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,11.86,2.85,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Bronze,3.33,1.41,55.31,19.28,7.85,43,8514,,6.79,,,,,,,,,24,7,,,,8.87,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,12.15,2.76,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Silver,3.39,1.35,55.07,19.44,7.87,44,8637,,6.75,,,,,,,,,25,7,,,,8.96,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,12.11,2.79,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Gold,3.46,1.31,54.76,19.66,7.79,42,8800,,6.68,,,,,,,,,26,7,,,,9.08,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,12.07,2.85,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Platinum,3.45,1.50,55.17,19.69,7.69,42,8856,,6.69,,,,,,,,,26,7,,,,9.12,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,11.99,2.87,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Diamond,3.40,1.56,54.69,19.62,7.69,42,8760,,6.74,,,,,,,,,26,7,,,,9.07,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,12.02,2.85,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Master,3.38,1.57,55.21,19.58,7.70,42,8708,,6.74,,,,,,,,,26,7,,,,9.02,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,12.11,2.84,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Grandmaster,3.36,1.56,55.46,19.53,7.72,42,8671,,6.75,,,,,,,,,25,7,,,,8.99,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,12.13,2.83,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,All,3.90,1.44,55.19,19.62,8.33,54,7381,,7.62,,,,,,,,,,,,,,9.09,1.82,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,13.91,10.35,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Bronze,3.69,1.49,56.68,18.98,8.40,55,6924,,7.69,,,,,,,,,,,,,,8.58,1.80,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,12.23,10.60,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Silver,3.79,1.44,56.27,19.33,8.46,55,7115,,7.67,,,,,,,,,,,,,,8.81,1.80,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,12.59,10.56,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Gold,3.85,1.44,56.13,19.51,8.33,53,7300,,7.64,,,,,,,,,,,,,,8.98,1.81,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,13.54,10.38,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Platinum,3.83,1.57,56.57,19.52,8.23,53,7328,,7.63,,,,,,,,,,,,,,9.03,1.84,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,14.07,10.28,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Diamond,3.76,1.64,56.33,19.34,8.19,52,7216,,7.65,,,,,,,,,,,,,,8.92,1.85,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,13.96,10.29,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Master,3.70,1.66,56.77,19.19,8.19,52,7110,,7.66,,,,,,,,,,,,,,8.78,1.84,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,13.67,10.32,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,3.68,1.71,56.90,19.16,8.22,53,7072,,7.67,,,,,,,,,,,,,,8.75,1.84,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,13.48,10.38,,,,,,,,,,,,,,,,,,,,Damage
Sombra,All,4.83,1.59,43.17,15.60,5.48,43,4569,,6.70,,,,,,,,,33,,,,,6.56,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99,0.82,3.59,,,,,,,,,,,,,,,,,Damage
Sombra,Bronze,4.28,1.64,43.85,14.58,5.29,44,4179,,6.99,,,,,,,,,32,,,,,6.06,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.41,0.80,3.27,,,,,,,,,,,,,,,,,Damage
Sombra,Silver,4.48,1.53,43.70,14.88,5.38,44,4277,,6.88,,,,,,,,,32,,,,,6.18,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08,0.78,3.36,,,,,,,,,,,,,,,,,Damage
Sombra,Gold,4.74,1.55,43.66,15.43,5.50,44,4469,,6.76,,,,,,,,,33,,,,,6.44,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54,0.75,3.56,,,,,,,,,,,,,,,,,Damage
Sombra,Platinum,4.74,1.88,43.97,15.59,5.47,43,4554,,6.74,,,,,,,,,33,,,,,6.55,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51,0.77,3.63,,,,,,,,,,,,,,,,,Damage
Sombra,Diamond,4.65,1.93,43.93,15.49,5.44,43,4512,,6.79,,,,,,,,,33,,,,,6.54,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14,0.77,3.62,,,,,,,,,,,,,,,,,Damage
Sombra,Master,4.51,2.00,44.16,15.30,5.41,43,4435,,6.84,,,,,,,,,33,,,,,6.44,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.81,0.76,3.56,,,,,,,,,,,,,,,,,Damage
Sombra,Grandmaster,4.45,1.98,44.27,15.20,5.40,44,4388,,6.88,,,,,,,,,33,,,,,6.38,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.65,0.76,3.52,,,,,,,,,,,,,,,,,Damage
Ramattra,All,4.45,0.92,51.53,20.03,8.05,110,9232,,6.63,,,,,,,,,25,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,12.33,6.03,5.38,,,,,,,,,,,,,Tank
Ramattra,Bronze,4.17,0.68,50.93,19.35,8.17,114,8771,,6.72,,,,,,,,,24,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,11.58,5.68,5.09,,,,,,,,,,,,,Tank
Ramattra,Silver,4.28,0.75,51.30,19.64,8.24,114,8933,,6.67,,,,,,,,,24,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,11.84,5.77,5.21,,,,,,,,,,,,,Tank
Ramattra,Gold,4.36,0.80,51.32,19.86,8.09,112,9167,,6.62,,,,,,,,,25,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,12.15,5.96,5.34,,,,,,,,,,,,,Tank
Ramattra,Platinum,4.39,0.79,51.06,19.88,7.92,109,9265,,6.63,,,,,,,,,25,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,12.30,6.05,5.37,,,,,,,,,,,,,Tank
