Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Ultimates Reflected,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills,Terra Surge Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Airtime, %",Barrage Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Sigma,Diamond,3.84,1.27,40.13,16.37,8.73,129,8989,,6.12,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,1422.60,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,3.64,1.51,41.72,16.17,8.88,129,8948,,6.18,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77,1427.90,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,3.58,1.27,36.84,16.06,8.90,131,8853,,6.30,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,1442.44,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,3.38,0.23,51.53,16.27,6.70,96,7129,,7.92,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206.80,,8.73,7.64,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,3.37,0.20,35.83,15.99,7.19,90,7171,,8.31,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.55,,8.38,6.74,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,3.46,0.16,37.64,16.33,7.08,94,7274,,8.11,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.43,,8.76,7.47,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.30,0.38,52.78,16.00,6.97,96,6978,,8.09,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167.27,,8.54,7.19,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,3.55,0.27,40.98,16.58,7.32,94,7304,,7.98,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2215.89,,8.50,6.98,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.19,0.24,35.00,15.48,6.80,86,7141,,8.55,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140.82,,8.18,6.49,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.35,0.23,36.07,15.93,7.25,91,7170,,8.33,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.05,,8.34,6.67,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,3.37,0.27,36.18,15.99,7.25,91,7182,,8.33,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.34,,8.36,6.68,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.71,1.48,51.12,13.19,5.74,97,3720,7556,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.98,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,4.40,1.08,41.31,12.78,5.79,109,3686,7205,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1219.71,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,4.46,1.35,52.68,12.93,5.81,108,3699,7296,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.81,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.77,1.48,51.23,13.65,6.10,101,3804,7570,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.95,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,4.45,1.03,44.18,13.28,5.80,109,3768,7276,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.85,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,4.38,1.14,41.49,12.97,5.86,112,3747,7405,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.64,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,4.35,1.35,45.25,12.99,5.81,111,3743,7282,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.72,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,4.36,1.07,42.85,13.10,5.96,114,3757,7237,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.69,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Bastion,All,2.49,0.85,46.89,18.31,8.02,54,9327,,8.99,,,,,,,,,26,,,,,9.18,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.51,10.90,4.02,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,2.16,0.74,37.12,17.19,7.88,55,8701,,9.48,,,,,,,,,25,,,,,8.35,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.80,10.46,3.95,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,2.20,0.82,35.95,17.06,7.37,53,8914,,9.26,,,,,,,,,25,,,,,8.63,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.88,10.25,3.93,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,2.34,0.94,46.91,17.63,7.64,54,8995,,9.27,,,,,,,,,26,,,,,8.68,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.03,10.25,3.94,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,2.13,1.15,41.74,16.75,7.21,55,8841,,9.46,,,,,,,,,25,,,,,8.43,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.58,10.06,4.08,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,2.10,0.73,34.82,16.45,7.12,56,8778,,9.45,,,,,,,,,25,,,,,8.20,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.28,9.95,3.95,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,2.17,0.76,33.50,16.27,6.89,53,8617,,9.54,,,,,,,,,25,,,,,8.12,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.28,9.76,3.96,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,2.03,0.88,33.30,16.21,7.02,54,8556,,9.62,,,,,,,,,25,,,,,8.03,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,8.23,9.73,3.94,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,All,3.75,1.02,51.38,17.90,8.38,99,6757,,7.42,,,,,,,,,46,,,,,7.53,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,3.98,3.72,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,3.50,0.65,43.03,16.96,7.97,107,6454,,7.53,,,,,,,,,44,,,,,7.13,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,4.46,3.37,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,3.37,1.25,50.13,17.02,8.26,102,6439,,7.69,,,,,,,,,45,,,,,7.31,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,4.22,3.44,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Gold,3.59,0.80,44.77,17.45,8.08,100,6852,,7.56,,,,,,,,,46,,,,,7.46,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,19,4.38,3.54,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,3.98,0.86,46.10,17.76,7.73,98,6656,,7.10,,,,,,,,,46,,,,,7.14,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1209.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,4.13,3.13,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Diamond,3.67,0.72,42.08,17.19,7.67,104,6621,,7.25,,,,,,,,,45,,,,,7.10,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,4.43,3.10,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,3.42,0.58,36.95,16.38,7.64,101,6381,,7.37,,,,,,,,,43,,,,,6.84,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,4.57,2.98,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,3.48,0.68,37.43,16.70,7.65,104,6479,,7.45,,,,,,,,,44,,,,,6.99,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19,4.58,3.04,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,All,2.96,0.41,57.66,18.67,7.81,50,9353,,7.16,,,,,,,,,26,8,,,,9.12,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,9.79,2.79,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Bronze,2.60,0.33,54.00,16.41,6.99,57,8584,,7.50,,,,,,,,,25,7,,,,8.17,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,9.14,2.63,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Silver,2.79,0.31,50.07,18.05,7.20,56,9156,,7.31,,,,,,,,,25,7,,,,8.71,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,9.93,2.43,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Gold,3.05,0.43,56.33,18.84,7.75,49,9451,,7.17,,,,,,,,,27,7,,,,9.29,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,9.95,2.84,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Platinum,2.98,0.52,59.62,18.09,6.97,60,9151,,7.04,,,,,,,,,26,7,,,,8.98,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,9.29,2.62,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Diamond,2.87,0.37,53.83,17.47,6.77,60,8957,,6.98,,,,,,,,,25,7,,,,8.29,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,8.83,2.48,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Master,2.85,0.35,52.38,17.18,6.69,58,8962,,7.10,,,,,,,,,25,7,,,,8.21,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,9.17,2.44,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Grandmaster,2.81,0.37,52.20,17.21,6.70,60,8902,,7.20,,,,,,,,,25,7,,,,8.39,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,9.23,2.46,,,,,,,,,,,,,,,,,,,Damage
Symmetra,All,3.83,0.46,51.87,20.29,9.78,81,8000,,8.16,,,,,,,,,,,,,,8.20,1.45,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,15.55,10.33,,,,,,,,,,,,,,,,Damage
Symmetra,Bronze,4.38,0.23,44.57,19.78,10.01,93,7471,,7.52,,,,,,,,,,,,,,7.20,1.97,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,12.69,11.58,,,,,,,,,,,,,,,,Damage
Symmetra,Silver,3.66,0.37,45.10,18.66,9.98,85,7478,,8.38,,,,,,,,,,,,,,7.12,1.51,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,12.80,9.73,,,,,,,,,,,,,,,,Damage
Symmetra,Gold,4.09,0.40,48.96,20.46,9.50,85,7946,,7.75,,,,,,,,,,,,,,7.75,1.77,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,15.55,11.00,,,,,,,,,,,,,,,,Damage
Symmetra,Platinum,3.92,0.36,43.56,19.57,9.76,85,7572,,8.10,,,,,,,,,,,,,,7.17,1.86,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,13.30,11.35,,,,,,,,,,,,,,,,Damage
Symmetra,Diamond,4.02,0.57,54.19,19.67,9.37,79,7602,,7.90,,,,,,,,,,,,,,6.93,1.89,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,17.25,11.33,,,,,,,,,,,,,,,,Damage
Symmetra,Master,4.06,0.25,44.67,19.14,9.63,87,7368,,7.86,,,,,,,,,,,,,,6.65,2.05,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,14.21,11.19,,,,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,4.11,0.28,41.64,19.10,9.67,89,7346,,7.81,,,,,,,,,,,,,,6.55,2.07,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,13.43,11.32,,,,,,,,,,,,,,,,Damage
Sombra,All,5.26,0.92,46.55,16.74,6.56,49,5044,,6.61,,,,,,,,,33,,,,,6.58,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.19,2.29,3.64,,,,,,,,,,,,,Damage
Sombra,Bronze,6.19,0.57,45.90,14.79,5.42,46,4531,,7.04,,,,,,,,,31,,,,,5.78,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.30,2.53,3.38,,,,,,,,,,,,,Damage
Sombra,Silver,5.64,0.79,48.01,16.81,6.45,50,4864,,6.91,,,,,,,,,32,,,,,6.55,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.73,2.28,3.65,,,,,,,,,,,,,Damage
Sombra,Gold,6.04,0.77,42.43,16.21,6.32,51,4949,,6.56,,,,,,,,,32,,,,,6.52,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,2.37,3.62,,,,,,,,,,,,,Damage
Sombra,Platinum,6.67,0.69,50.00,16.29,6.22,47,4742,,6.72,,,,,,,,,31,,,,,6.20,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.04,2.41,3.28,,,,,,,,,,,,,Damage
Sombra,Diamond,6.22,1.28,51.34,15.83,5.86,44,4952,,6.62,,,,,,,,,32,,,,,6.36,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.71,2.65,3.67,,,,,,,,,,,,,Damage
Sombra,Master,6.72,0.74,51.01,15.62,5.71,47,4706,,6.86,,,,,,,,,31,,,,,6.07,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.38,2.58,3.48,,,,,,,,,,,,,Damage
Sombra,Grandmaster,6.81,0.69,49.42,15.53,5.72,48,4660,,6.88,,,,,,,,,31,,,,,6.11,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.37,2.56,3.46,,,,,,,,,,,,,Damage
Wrecking Ball,All,4.75,0.54,48.21,17.89,9.25,144,7306,,6.13,,,,,,,,,32,12,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,7.00,—,,,,,,,,,,Tank
Wrecking Ball,Bronze,4.51,0.40,35.22,15.00,8.15,128,6837,,5.95,,,,,,,,,29,11,,,,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,5.27,—,,,,,,,,,,Tank
Wrecking Ball,Silver,4.42,0.84,46.67,16.01,8.21,129,7158,,5.75,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70,5.38,—,,,,,,,,,,Tank
Wrecking Ball,Gold,5.15,0.55,47.46,18.08,9.21,136,7238,,5.69,,,,,,,,,31,12,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,7.54,—,,,,,,,,,,Tank
Wrecking Ball,Platinum,5.11,0.40,35.00,14.96,8.02,124,6854,,5.60,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,5.10,—,,,,,,,,,,Tank
Wrecking Ball,Diamond,4.07,0.49,34.09,15.81,8.91,150,6988,,6.58,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60,5.92,—,,,,,,,,,,Tank
Wrecking Ball,Master,4.66,0.48,34.68,15.97,8.62,135,7004,,6.03,,,,,,,,,30,11,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.70,6.08,—,,,,,,,,,,Tank
Wrecking Ball,Grandmaster,4.62,0.55,35.50,15.06,8.16,128,6882,,5.81,,,,,,,,,29,11,,,,,,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80,5.34,—,,,,,,,,,,Tank
Junker Queen,All,3.54,0.45,43.41,16.87,7.17,135,7670,,7.49,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.89,16,3.15,,,,,,Tank
